# ----------------------------------------
# Wasabi Mobile Data
# Top Events
# 20191224-20191231
# ----------------------------------------

Event Action,story_id,Total Events,Unique Events,Event Value,Avg. Value
BeMineAgain_02_07.00.00_RW,BeMineAgain,5,5,5,1.00
BeMineAgain_03_01.00.00_RW,BeMineAgain,5,5,5,1.00
BeMineAgain_03_02.00.00_Chat,BeMineAgain,5,5,5,1.00
BeMineAgain_03_04.00.00_Chat,BeMineAgain,5,5,5,1.00
BeMineAgain_03_05.00.00_RW,BeMineAgain,5,5,5,1.00
BeMineAgain_03_06.00.00_Chat,BeMineAgain,5,5,5,1.00
BoundToHappen_01_04.00.00_Chat,BoundToHappen,5,5,5,1.00
BoundToHappen_01_05.00.00_RW,BoundToHappen,5,5,5,1.00
BoundToHappen_02_01.00.00_RW,BoundToHappen,5,5,5,1.00
chapter1_end,BeMineAgain,5,5,5,1.00
chapter1_end,BoundToHappen,5,5,5,1.00
chapter2_end,BeMineAgain,5,5,5,1.00
chapter2_end,KillerinPhone,5,5,5,1.00
chapter2_start,BeMineAgain,5,5,5,1.00
chapter2_start,BoundToHappen,5,5,5,1.00
chapter2_start,TwinFluencers,5,5,5,1.00
chapter3_end,BeMineAgain,5,5,5,1.00
chapter3_end,KillerinPhone,5,5,5,1.00
chapter3_start,BeMineAgain,5,5,5,1.00
chapter3_start,KillerinPhone,5,5,5,1.00
chapter5_end,Assassin,5,5,5,1.00
KillerinPhone_02_02.00.00_RW,KillerinPhone,5,5,5,1.00
KillerinPhone_02_09.00.00_Mail,KillerinPhone,5,5,5,1.00
KillerinPhone_02_10.00.00_RW,KillerinPhone,5,5,5,1.00
KillerinPhone_02_11.00.00_Chat,KillerinPhone,5,5,5,1.00
KillerinPhone_02_13.00.00_RW,KillerinPhone,5,5,5,1.00
KillerinPhone_02_14.00.00_Chat,KillerinPhone,5,5,5,1.00
KillerinPhone_03_01.00.00_RW,KillerinPhone,5,5,5,1.00
KillerinPhone_03_03.00.00_Mail,KillerinPhone,5,5,5,1.00
KillerinPhone_03_04.00.00_RW,KillerinPhone,5,5,5,1.00
KillerinPhone_03_05.00.00_DatingChat,KillerinPhone,5,5,5,1.00
KillerinPhone_03_06.00.00_Chat,KillerinPhone,5,5,5,1.00
KillerinPhone_03_07.00.00_RW,KillerinPhone,5,5,5,1.00
KillerinPhone_03_08.00.00_Chat,KillerinPhone,5,5,5,1.00
KillerinPhone_03_09.00.00_RW,KillerinPhone,5,5,5,1.00
KillerinPhone_03_10.00.00_Chat,KillerinPhone,5,5,5,1.00
KillerinPhone_03_11.00.00_RW,KillerinPhone,5,5,5,1.00
KillerinPhone_03_13.00.00_RW,KillerinPhone,5,5,5,1.00
KillerinPhone_03_14.00.00_Chat,KillerinPhone,5,5,5,1.00
KillerinPhone_03_15.00.00_RW,KillerinPhone,5,5,5,1.00
PerfectWish_01_08.00.00_Chat,PerfectWish,5,5,5,1.00
PerfectWish_01_09.00.00_FreeChoice_17,PerfectWish,5,5,5,1.00
PerfectWish_01_09.00.00_RW,PerfectWish,5,5,5,1.00
TheArrangement_03_08.00.00_Chat,TheArrangement,5,5,5,1.00
TwinFluencers_02_01.00.00_RW,TwinFluencers,5,5,5,1.00
TwinFluencers_02_02.00.00_DatingMatch,TwinFluencers,5,5,5,1.00
TwinFluencers_02_03.00.00_DatingChat,TwinFluencers,5,5,5,1.00
TwinFluencers_02_03.00.00_FreeChoice_02,TwinFluencers,5,5,5,1.00
Assassin_06_01.00.00_RW,Assassin,4,4,4,1.00
Assassin_06_02.00.00_Chat,Assassin,4,4,4,1.00
Assassin_06_03.00.00_RW,Assassin,4,4,4,1.00
Assassin_06_04.00.00_Chat,Assassin,4,4,4,1.00
Assassin_06_05.00.00_RW,Assassin,4,4,4,1.00
Assassin_07_01.00.00_RW,Assassin,4,4,4,1.00
Assassin_07_02.00.00_Chat,Assassin,4,4,4,1.00
Assassin_07_03.00.00_RW,Assassin,4,4,4,1.00
Assassin_07_04.00.00_Chat,Assassin,4,4,4,1.00
BeMineAgain_02_03.00.00_RW,BeMineAgain,4,4,4,1.00
BeMineAgain_03_03.00.00_RW,BeMineAgain,4,4,4,1.00
BeMineAgain_03_07.00.00_RW,BeMineAgain,4,4,4,1.00
BoundToHappen_02_02.00.00_Chat,BoundToHappen,4,4,4,1.00
BoundToHappen_02_03.00.00_RW,BoundToHappen,4,4,4,1.00
BoundToHappen_02_04.00.00_Chat,BoundToHappen,4,4,4,1.00
BoundToHappen_02_05.00.00_RW,BoundToHappen,4,4,4,1.00
BoundToHappen_02_06.00.00_Mail,BoundToHappen,4,4,4,1.00
BoundToHappen_03_02.00.00_RW,BoundToHappen,4,4,4,1.00
BoundToHappen_03_03.00.00_Chat,BoundToHappen,4,4,4,1.00
BoundToHappen_03_04.00.00_RW,BoundToHappen,4,4,4,1.00
chapter1_end,Love&Care,4,4,4,1.00
chapter1_end,PerfectWish,4,4,4,1.00
chapter2_end,BoundToHappen,4,4,4,1.00
chapter2_end,PerfectWish,4,4,4,1.00
chapter2_end,TwinFluencers,4,4,4,1.00
chapter2_start,Love&Care,4,4,4,1.00
chapter2_start,PerfectWish,4,4,4,1.00
chapter3_end,BoundToHappen,4,4,4,1.00
chapter3_start,BoundToHappen,4,4,4,1.00
chapter6_end,Assassin,4,4,4,1.00
chapter6_start,Assassin,4,4,4,1.00
chapter7_end,Assassin,4,4,4,1.00
chapter7_start,Assassin,4,4,4,1.00
Heartsong_01_04.00.00_Mail,Heartsong,4,4,4,1.00
Heartsong_01_05.00.00_RW,Heartsong,4,4,4,1.00
HiddenQueen_01_02.00.00_Chat,HiddenQueen,4,4,4,1.00
HiddenQueen_01_03.00.00_RW,HiddenQueen,4,4,4,1.00
HiddenQueen_01_04.00.00_Chat,HiddenQueen,4,4,4,1.00
HiddenQueen_01_05.00.00_RW,HiddenQueen,4,4,4,1.00
KillerinPhone_02_12.00.00_DatingChat,KillerinPhone,4,4,4,1.00
KillerinPhone_03_02.00.00_Chat,KillerinPhone,4,4,4,1.00
Love&Care_02_01.00.00_RW,Love&Care,4,4,4,1.00
PerfectWish_01_10.01.01_Chat,PerfectWish,4,4,4,1.00
PerfectWish_01_10.01.02_FreeChoice_03,PerfectWish,4,4,4,1.00
PerfectWish_01_10.01.02_RW,PerfectWish,4,4,4,1.00
PerfectWish_02_01.01.01_Chat,PerfectWish,4,4,4,1.00
PerfectWish_02_01.01.02_Chat,PerfectWish,4,4,4,1.00
PerfectWish_02_01.01.02_FreeChoice_04,PerfectWish,4,4,4,1.00
PerfectWish_02_01.01.03_Chat,PerfectWish,4,4,4,1.00
PerfectWish_02_01.01.03_FreeChoice_06,PerfectWish,4,4,4,1.00
PerfectWish_02_02.02.01_RW,PerfectWish,4,4,4,1.00
PerfectWish_02_05.00.00_Chat,PerfectWish,4,4,4,1.00
PerfectWish_02_05.00.00_FreeChoice_02,PerfectWish,4,4,4,1.00
PerfectWish_02_06.00.00_Chat,PerfectWish,4,4,4,1.00
PerfectWish_02_06.00.00_EmotionChoice_02,PerfectWish,4,4,4,1.00
PerfectWish_02_07.00.00_Mail,PerfectWish,4,4,4,1.00
PerfectWish_02_08.00.00_RW,PerfectWish,4,4,4,1.00
PerfectWish_02_09.00.00_DatingMatch,PerfectWish,4,4,4,1.00
PerfectWish_02_10.00.00_DatingChat,PerfectWish,4,4,4,1.00
PerfectWish_02_10.00.00_EmotionChoice_07,PerfectWish,4,4,4,1.00
PerfectWish_02_10.00.00_FreeChoice_18,PerfectWish,4,4,4,1.00
PerfectWish_02_11.00.00_RW,PerfectWish,4,4,4,1.00
PerfectWish_02_12.00.00_Chat,PerfectWish,4,4,4,1.00
TwinFluencers_02_04.00.00_FreeChoice_09,TwinFluencers,4,4,4,1.00
TwinFluencers_02_04.00.00_RW,TwinFluencers,4,4,4,1.00
TwinFluencers_02_05.00.00_FreeChoice_00,TwinFluencers,4,4,4,1.00
TwinFluencers_02_05.00.00_SocialChoice,TwinFluencers,4,4,4,1.00
TwinFluencers_02_06.00.00_Chat,TwinFluencers,4,4,4,1.00
TwinFluencers_02_07.00.00_RW,TwinFluencers,4,4,4,1.00
TwinFluencers_02_08.00.00_Chat,TwinFluencers,4,4,4,1.00
TwinFluencers_02_08.00.00_EmotionChoice_08,TwinFluencers,4,4,4,1.00
TwinFluencers_02_09.00.00_Chat,TwinFluencers,4,4,4,1.00
TwinFluencers_02_09.00.00_FreeChoice_07,TwinFluencers,4,4,4,1.00
TwinFluencers_02_10.00.00_RW,TwinFluencers,4,4,4,1.00
TwinFluencers_02_11.00.00_Mail,TwinFluencers,4,4,4,1.00
TwinFluencers_02_12.00.00_Chat,TwinFluencers,4,4,4,1.00
TwinFluencers_02_13.00.00_RW,TwinFluencers,4,4,4,1.00
TwinFluencers_02_15.00.00_Chat,TwinFluencers,4,4,4,1.00
TwinFluencers_02_15.00.00_EmotionChoice_05,TwinFluencers,4,4,4,1.00
TwinFluencers_02_16.00.00_RW,TwinFluencers,4,4,4,1.00
TwinFluencers_02_17.00.00_Chat,TwinFluencers,4,4,4,1.00
TwinFluencers_02_18.00.00_Chat,TwinFluencers,4,4,4,1.00
TwinFluencers_02_18.00.00_FreeChoice_06,TwinFluencers,4,4,4,1.00
TwinFluencers_02_20.00.00_Chat,TwinFluencers,4,4,4,1.00
TwinFluencers_02_21.00.00_Chat,TwinFluencers,4,4,4,1.00
TwinFluencers_02_22.00.00_Chat,TwinFluencers,4,4,4,1.00
chapter1_end,Heartsong,3,3,3,1.00
chapter1_end,HiddenQueen,3,3,3,1.00
chapter1_end,SanguinesBounty,3,3,3,1.00
chapter1_end,SpringHarbor,3,3,3,1.00
chapter1_start,Hemlock,3,3,3,1.00
chapter1_start,SanguinesBounty,3,3,3,1.00
chapter1_start,SpringHarbor,3,3,3,1.00
chapter2_end,Heartsong,3,3,3,1.00
chapter2_end,HiddenQueen,3,3,3,1.00
chapter2_end,Love&Care,3,3,3,1.00
chapter2_end,SanguinesBounty,3,3,3,1.00
chapter2_end,SpringHarbor,3,3,3,1.00
chapter2_start,Heartsong,3,3,3,1.00
chapter2_start,HiddenQueen,3,3,3,1.00
chapter2_start,SanguinesBounty,3,3,3,1.00
chapter2_start,SpringHarbor,3,3,3,1.00
chapter3_end,HiddenQueen,3,3,3,1.00
chapter3_end,Love&Care,3,3,3,1.00
chapter3_end,SanguinesBounty,3,3,3,1.00
chapter3_end,SpringHarbor,3,3,3,1.00
chapter3_start,HiddenQueen,3,3,3,1.00
chapter3_start,Love&Care,3,3,3,1.00
chapter3_start,SanguinesBounty,3,3,3,1.00
chapter3_start,SpringHarbor,3,3,3,1.00
chapter4_end,Love&Care,3,3,3,1.00
chapter4_start,Love&Care,3,3,3,1.00
chapter5_end,Love&Care,3,3,3,1.00
chapter5_start,Love&Care,3,3,3,1.00
Heartsong_01_06.00.00_Chat,Heartsong,3,3,3,1.00
Heartsong_01_07.00.00_RW,Heartsong,3,3,3,1.00
Heartsong_01_08.00.00_Chat,Heartsong,3,3,3,1.00
Heartsong_02_01.00.00_RW,Heartsong,3,3,3,1.00
Heartsong_02_02.00.00_Chat,Heartsong,3,3,3,1.00
Heartsong_02_03.00.00_RW,Heartsong,3,3,3,1.00
Heartsong_02_04.00.00_Chat,Heartsong,3,3,3,1.00
Heartsong_02_05.00.00_RW,Heartsong,3,3,3,1.00
Heartsong_02_06.00.00_Chat,Heartsong,3,3,3,1.00
Hemlock_01_01.00.00_RW,Hemlock,3,3,3,1.00
HiddenQueen_01_06.00.00_DatingMatch,HiddenQueen,3,3,3,1.00
HiddenQueen_01_07.00.00_DatingChat,HiddenQueen,3,3,3,1.00
HiddenQueen_01_08.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_01_09.00.00_DatingChat,HiddenQueen,3,3,3,1.00
HiddenQueen_01_10.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_01_11.00.00_Chat,HiddenQueen,3,3,3,1.00
HiddenQueen_01_12.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_02_01.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_02_02.00.00_DatingChat,HiddenQueen,3,3,3,1.00
HiddenQueen_02_03.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_02_04.00.00_Chat,HiddenQueen,3,3,3,1.00
HiddenQueen_02_05.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_02_06.00.00_Chat,HiddenQueen,3,3,3,1.00
HiddenQueen_02_07.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_02_08.00.00_Chat,HiddenQueen,3,3,3,1.00
HiddenQueen_02_09.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_02_10.00.00_Chat,HiddenQueen,3,3,3,1.00
HiddenQueen_02_11.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_02_12.00.00_Chat,HiddenQueen,3,3,3,1.00
HiddenQueen_02_13.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_03_02.00.00_Chat,HiddenQueen,3,3,3,1.00
HiddenQueen_03_03.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_03_04.00.00_Chat,HiddenQueen,3,3,3,1.00
HiddenQueen_03_05.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_03_06.00.00_Chat,HiddenQueen,3,3,3,1.00
HiddenQueen_03_07.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_03_08.00.00_DatingChat,HiddenQueen,3,3,3,1.00
HiddenQueen_03_09.00.00_RW,HiddenQueen,3,3,3,1.00
HiddenQueen_03_10.00.00_Chat,HiddenQueen,3,3,3,1.00
HiddenQueen_03_11.00.00_RW,HiddenQueen,3,3,3,1.00
KillerinPhone_03_12.00.00_Chat,KillerinPhone,3,3,3,1.00
Love&Care_02_02.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_02_03.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_02_04.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_02_05.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_02_06.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_02_07.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_03_01.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_03_02.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_03_03.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_03_04.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_03_05.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_03_06.00.00_Mail,Love&Care,3,3,3,1.00
Love&Care_03_07.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_03_08.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_03_09.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_03_10.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_04_01.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_04_02.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_04_03.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_04_04.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_04_06.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_04_07.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_04_08.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_05_01.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_05_02.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_05_03.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_05_04.00.00_Chat,Love&Care,3,3,3,1.00
Love&Care_05_05.00.00_RW,Love&Care,3,3,3,1.00
Love&Care_05_06.00.00_Mail,Love&Care,3,3,3,1.00
Love&Care_05_07.00.00_RW,Love&Care,3,3,3,1.00
SanguinesBounty_01_01.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_01_02.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_01_03.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_01_04.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_01_05.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_01_06.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_01_07.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_01_08.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_01_09.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_02_01.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_02_02.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_02_03.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_02_04.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_02_05.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_02_07.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_02_08.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_02.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_03.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_04.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_05.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_07.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_09.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_10.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_11.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_12.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_13.00.00_RW,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_14.00.00_Chat,SanguinesBounty,3,3,3,1.00
SanguinesBounty_03_15.00.00_RW,SanguinesBounty,3,3,3,1.00
SpringHarbor_01_01.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_01_02.00.00_Chat,SpringHarbor,3,3,3,1.00
SpringHarbor_01_03.00.00_Mail,SpringHarbor,3,3,3,1.00
SpringHarbor_01_04.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_01_05.00.00_Chat,SpringHarbor,3,3,3,1.00
SpringHarbor_01_06.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_01_07.00.00_Chat,SpringHarbor,3,3,3,1.00
SpringHarbor_01_08.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_01_09.00.00_Chat,SpringHarbor,3,3,3,1.00
SpringHarbor_01_10.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_02_01.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_02_02.00.00_Chat,SpringHarbor,3,3,3,1.00
SpringHarbor_02_03.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_02_04.00.00_Chat,SpringHarbor,3,3,3,1.00
SpringHarbor_02_05.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_02_06.00.00_Chat,SpringHarbor,3,3,3,1.00
SpringHarbor_03_01.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_03_02.00.00_Chat,SpringHarbor,3,3,3,1.00
SpringHarbor_03_03.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_03_04.00.00_Chat,SpringHarbor,3,3,3,1.00
SpringHarbor_03_05.00.00_RW,SpringHarbor,3,3,3,1.00
SpringHarbor_03_06.00.00_Chat,SpringHarbor,3,3,3,1.00
TwinFluencers_02_19.00.00_RW,TwinFluencers,3,3,3,1.00
BoundToHappen_03_01.00.00_Chat,BoundToHappen,2,2,2,1.00
CasinoHeist_01_01.00.00_RW,CasinoHeist,2,2,2,1.00
CasinoHeist_01_02.00.00_Chat,CasinoHeist,2,2,2,1.00
CasinoHeist_01_03.00.00_RW,CasinoHeist,2,2,2,1.00
CasinoHeist_01_04.00.00_Chat,CasinoHeist,2,2,2,1.00
CasinoHeist_01_05.00.00_RW,CasinoHeist,2,2,2,1.00
CasinoHeist_01_06.00.00_Chat,CasinoHeist,2,2,2,1.00
CasinoHeist_01_07.00.00_RW,CasinoHeist,2,2,2,1.00
CasinoHeist_01_08.00.00_Chat,CasinoHeist,2,2,2,1.00
CasinoHeist_01_09.00.00_RW,CasinoHeist,2,2,2,1.00
chapter1_start,CasinoHeist,2,2,2,1.00
chapter3_start,Heartsong,2,2,2,1.00
Heartsong_02_07.00.00_RW,Heartsong,2,2,2,1.00
Heartsong_03_01.00.00_Mail,Heartsong,2,2,2,1.00
Heartsong_03_02.00.00_RW,Heartsong,2,2,2,1.00
Heartsong_03_03.00.00_Chat,Heartsong,2,2,2,1.00
Heartsong_03_04.00.00_RW,Heartsong,2,2,2,1.00
Heartsong_03_05.00.00_Chat,Heartsong,2,2,2,1.00
Heartsong_03_06.00.00_RW,Heartsong,2,2,2,1.00
Hemlock_01_02.00.00_DatingChat,Hemlock,2,2,2,1.00
Hemlock_01_03.00.00_RW,Hemlock,2,2,2,1.00
Hemlock_01_04.00.00_DatingChat,Hemlock,2,2,2,1.00
Hemlock_01_05.00.00_RW,Hemlock,2,2,2,1.00
HiddenQueen_03_01.00.00_RW,HiddenQueen,2,2,2,1.00
Love&Care_04_05.00.00_Chat,Love&Care,2,2,2,1.00
SanguinesBounty_02_06.00.00_Chat,SanguinesBounty,2,2,2,1.00
SanguinesBounty_03_01.00.00_Chat,SanguinesBounty,2,2,2,1.00
SanguinesBounty_03_06.00.00_RW,SanguinesBounty,2,2,2,1.00
SanguinesBounty_03_08.00.00_DatingChat,SanguinesBounty,2,2,2,1.00
SpringHarbor_02_07.00.00_RW,SpringHarbor,2,2,2,1.00
SpringHarbor_03_07.00.00_RW,SpringHarbor,2,2,2,1.00
TwinFluencers_02_14.01.01_Chat,TwinFluencers,2,2,2,1.00
TwinFluencers_02_14.01.01_FreeChoice_02,TwinFluencers,2,2,2,1.00
Assassin_03_05.01.01_RW,Assassin,1,1,1,1.00
Assassin_07_05.00.00_RW,Assassin,1,1,1,1.00
CasinoHeist_01_10.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_01_11.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_01_12.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_01_13.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_01.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_02_02.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_03.00.00_DatingChat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_04.00.00_Mail,CasinoHeist,1,1,1,1.00
CasinoHeist_02_05.00.00_DatingChat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_06.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_02_07.00.00_DatingChat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_08.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_09.00.00_DatingChat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_10.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_11.00.00_DatingChat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_12.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_13.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_14.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_02_15.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_16.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_17.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_18.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_02_19.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_20.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_02_21.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_22.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_02_23.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_02_24.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_03_01.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_03_02.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_03.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_04.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_05.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_06.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_07.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_03_08.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_09.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_10.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_03_11.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_12.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_13.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_03_14.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_15.00.00_RW,CasinoHeist,1,1,1,1.00
CasinoHeist_03_16.00.00_Chat,CasinoHeist,1,1,1,1.00
CasinoHeist_03_17.00.00_RW,CasinoHeist,1,1,1,1.00
chapter1_end,CasinoHeist,1,1,1,1.00
chapter1_start,Submetropolitan,1,1,1,1.00
chapter2_end,CasinoHeist,1,1,1,1.00
chapter2_start,CasinoHeist,1,1,1,1.00
chapter3_end,CasinoHeist,1,1,1,1.00
chapter3_end,Heartsong,1,1,1,1.00
chapter3_start,CasinoHeist,1,1,1,1.00
chapter4_end,Heartsong,1,1,1,1.00
chapter4_end,SanguinesBounty,1,1,1,1.00
chapter4_start,Heartsong,1,1,1,1.00
chapter4_start,SanguinesBounty,1,1,1,1.00
chapter5_end,Heartsong,1,1,1,1.00
chapter5_end,SanguinesBounty,1,1,1,1.00
chapter5_start,Heartsong,1,1,1,1.00
chapter5_start,SanguinesBounty,1,1,1,1.00
Heartsong_03_07.00.00_Chat,Heartsong,1,1,1,1.00
Heartsong_03_08.00.00_RW,Heartsong,1,1,1,1.00
Heartsong_04_01.00.00_RW,Heartsong,1,1,1,1.00
Heartsong_04_02.00.00_Chat,Heartsong,1,1,1,1.00
Heartsong_04_03.00.00_RW,Heartsong,1,1,1,1.00
Heartsong_04_04.00.00_Chat,Heartsong,1,1,1,1.00
Heartsong_04_05.00.00_RW,Heartsong,1,1,1,1.00
Heartsong_04_06.00.00_Chat,Heartsong,1,1,1,1.00
Heartsong_04_07.00.00_RW,Heartsong,1,1,1,1.00
Heartsong_05_01.00.00_RW,Heartsong,1,1,1,1.00
Heartsong_05_02.00.00_Chat,Heartsong,1,1,1,1.00
Heartsong_05_03.00.00_Mail,Heartsong,1,1,1,1.00
Heartsong_05_04.00.00_RW,Heartsong,1,1,1,1.00
Heartsong_05_05.00.00_Chat,Heartsong,1,1,1,1.00
Heartsong_05_06.00.00_RW,Heartsong,1,1,1,1.00
Heartsong_05_07.00.00_Chat,Heartsong,1,1,1,1.00
Heartsong_05_08.00.00_RW,Heartsong,1,1,1,1.00
SanguinesBounty_04_01.00.00_RW,SanguinesBounty,1,1,1,1.00
SanguinesBounty_04_02.00.00_Chat,SanguinesBounty,1,1,1,1.00
SanguinesBounty_04_03.00.00_RW,SanguinesBounty,1,1,1,1.00
SanguinesBounty_04_04.00.00_Chat,SanguinesBounty,1,1,1,1.00
